The following are the 3-grams for words #600-1000 in the lexicon file for the Corpus of Contemporary American English (COCA), which occur at least five times. In the full n-grams file (available for purchase), you would of course have *all* words and you would also have all n-grams regardless of frequency.


freq	w1	w2	w3
14	30	million	for
14	30	miles	northeast
14	30	species	of
14	30	percent	at
14	30	Rockefeller	Plaza
13	30	days	at
13	30	pages	of
13	30	days	prior
13	30	days	?
13	30	and	$
13	30	,	according
13	30	cm	)
13	30	g	)
13	30	students	.
13	30	with	a
13	30	MINS	.
13	30	percent	per
13	30	years	that
13	30	someone	broke
13	30	inches	,
13	30	feet	to
13	30	days	later
13	30	to	July
13	30	,	will
13	30	seconds	we
13	30	million	tons
13	30	years	they
13	30	In	the
13	30	,	45
13	30	years	are
13	30	days	with
13	30	feet	tall
12	30	states	have
12	30	people	have
12	30	pass	from
12	30	million	from
12	30	seconds	after
12	30	:	<p>
12	30	percent	say
12	30	home	runs
12	30	or	50
12	30	a	year
12	30	,	we
12	30	or	60
12	30	.	On
12	30	percent	annually
12	30	degrees	and
12	30	,	then
12	30	home	runs
12	30	yards	and
12	30	gm	fat
12	30	percent	fewer
12	30	minutes	earlier
12	30	percent	between
12	30	years	older
12	30	seconds	(
12	30	vs	.
12	30	"	)
12	30	,	$
12	30	.	A
12	30	minutes	after
12	30	percent	since
12	30	to	34
12	30	days	on
12	30	minutes	north
12	30	degrees	of
12	30	and	35
12	30	billion	dollars
11	30	seconds	before
11	30	pounds	or
11	30	passes	for
11	30	percent	?
11	30	NFL	exp.
11	30	...	NBC
11	30	seconds	each
11	30	seconds	per
11	30	)	:
11	30	years	if
11	30	days	if
11	30	miles	in
11	30	years	by
11	30	homers	and
11	30	students	,
11	30	out	of
11	30	years	it
11	30	,	up
11	30	cents	to
11	30	min	,
11	30	a.m.	,
11	30	and	39
11	30	,	1973
11	30	minutes	I
11	30	min.	4
11	30	)	were
11	30	other	states
11	30	million	barrels
11	30	years	who
11	30	,	even
11	30	days	is
10	30	and	45
10	30	John	Wesley
10	30	with	the
10	30	percent	the
10	30	,	1944
10	30	,	are
10	30	,	while
10	30	,	<p>
10	30	,	his
10	30	percent	to
10	30	this	year
10	30	,	two
10	30	feet	into
10	30	minutes	into
10	30	minutes	Notes
10	30	days	ago
10	30	mg	sodium
10	30	cities	,
10	30	states	and
10	30	--	and
10	30	teams	in
10	30	days	;
10	30	g	fat
10	30	,	September
10	30	years	before
10	30	seconds	...
10	30	:	"
10	30	years	behind
10	30	million	pounds
10	30	to	80
10	30	<p>	A
10	30	minutes	--
10	30	teams	.
10	30	.	Some
10	30	,	1981
10	30	,	1984
10	30	million	or
10	30	miles	or
10	30	books	on
10	30	will	be
10	30	Rock	,
10	30	cases	of
10	30	<p>	Although
1714	evidence	that	the
1549	evidence	of	the
1050	evidence	of	a
622	evidence	to	support
548	evidence	for	the
545	evidence	.	<p>
514	evidence	in	the
460	evidence	,	and
448	evidence	suggests	that
392	evidence	that	they
378	evidence	of	that
366	evidence	that	he
344	evidence	to	suggest
315	evidence	to	the
304	evidence	.	"
288	evidence	,	the
279	evidence	that	it
268	evidence	.	The
244	evidence	that	a
240	evidence	of	an
234	evidence	that	we
231	evidence	.	And
231	evidence	of	this
229	evidence	from	the
221	evidence	of	his
217	evidence	,	but
217	evidence	that	there
213	evidence	on	the
198	evidence	of	any
195	evidence	that	this
194	evidence	for	a
192	evidence	of	their
183	evidence	,	"
177	evidence	in	this
160	evidence	indicates	that
147	evidence	suggests	that
136	evidence	.	I
136	evidence	for	this
136	evidence	that	was
133	evidence	against	him
131	evidence	that	these
131	evidence	has	been
131	evidence	.	It
128	evidence	of	what
127	evidence	.	But
120	evidence	that	would
114	evidence	and	the
112	evidence	.	We
111	evidence	to	show
111	evidence	about	the
111	evidence	in	a
110	evidence	that	she
108	evidence	shows	that
107	evidence	,	it
106	evidence	.	They
103	evidence	,	they
103	evidence	to	prove
101	evidence	at	the
101	evidence	will	show
99	evidence	that	,
96	evidence	of	its
96	evidence	of	it
95	evidence	of	such
91	evidence	points	to
91	evidence	that	I
91	evidence	,	which
90	evidence	.	He
89	evidence	so	far
89	evidence	,	however
88	evidence	that	some
88	evidence	,	I
86	evidence	,	that
84	evidence	against	the
83	evidence	that	is
81	evidence	that	you
81	evidence	.	There
80	evidence	that	has
79	evidence	.	In
79	evidence	is	not
79	evidence	supporting	the
79	evidence	of	her
75	evidence	,	he
74	evidence	suggests	that
74	evidence	we	have
73	evidence	that	any
73	evidence	in	support
73	evidence	,	we
70	evidence	of	"
68	evidence	does	not
68	evidence	that	could
67	evidence	is	that
66	evidence	supports	the
66	evidence	will	be
65	evidence	,	a
64	evidence	that	such
63	evidence	.	That
61	evidence	that	that
60	evidence	that	might
60	evidence	to	date
60	evidence	that	's
59	evidence	can	be
59	evidence	that	people
59	evidence	is	overwhelming
58	evidence	to	back
58	evidence	for	that
57	evidence	.	So
57	evidence	suggesting	that
57	evidence	,	you
56	evidence	.	This
55	evidence	,	including
55	evidence	for	an
54	evidence	to	indicate
54	evidence	from	a
53	evidence	,	or
53	evidence	exists	to
52	evidence	of	wrongdoing
52	evidence	that	suggests
51	evidence	.	You
51	evidence	that	many
50	evidence	for	it
50	evidence	,	not
50	evidence	that	Mr.
49	evidence	regarding	the
49	evidence	of	our
49	evidence	as	to
49	evidence	seems	to
48	evidence	of	how
48	evidence	of	how
48	evidence	of	life
48	evidence	to	be
47	evidence	,	in
47	evidence	,	as
46	evidence	against	them
45	evidence	,	there
45	evidence	is	the
45	evidence	that	Iraq
45	evidence	at	this
44	evidence	of	some
44	evidence	for	their
44	evidence	for	such
44	evidence	that	his
43	evidence	that	can
43	evidence	comes	from
43	evidence	do	you
42	evidence	indicates	that
42	evidence	?	"
41	evidence	that	their
40	evidence	presented	in
40	evidence	of	my
40	evidence	of	past
40	evidence	,	is
39	evidence	was	found
39	evidence	pointing	to
39	evidence	to	make
39	evidence	.	If
39	evidence	is	clear
38	evidence	of	human
38	evidence	.	#
38	evidence	.	What
37	evidence	that	women
37	evidence	,	such
37	evidence	does	n't
37	evidence	,	if
37	evidence	that	will
36	evidence	shows	that
36	evidence	indicates	that
36	evidence	was	not
36	evidence	that	supports
36	evidence	on	which
36	evidence	that	an
35	evidence	that	may
35	evidence	"	that
35	evidence	strongly	suggests
35	evidence	had	been
35	evidence	is	a
34	evidence	may	be
34	evidence	to	justify
34	evidence	that	Saddam
34	evidence	to	convict
34	evidence	--	the
33	evidence	of	criminal
33	evidence	,	to
33	evidence	,	then
33	evidence	"	of
33	evidence	.	'
33	evidence	at	all
32	evidence	that	those
32	evidence	presented	by
32	evidence	of	these
32	evidence	that	children
31	evidence	that	in
31	evidence	provided	by
31	evidence	is	in
31	evidence	of	foul
31	evidence	in	court
30	evidence	of	other
30	evidence	is	there
30	evidence	suggests	,
30	evidence	is	n't
30	evidence	must	be
29	evidence	could	be
29	evidence	is	there
29	evidence	in	favor
29	evidence	that	shows
29	evidence	is	mounting
29	evidence	indicating	that
28	evidence	that	most
28	evidence	concerning	the
28	evidence	should	be
28	evidence	to	go
28	evidence	and	a
28	evidence	of	abuse
27	evidence	of	disease
27	evidence	here	.
27	evidence	is	going
27	evidence	from	other
27	evidence	of	fraud
27	evidence	,	she
27	evidence	suggesting	that
27	evidence	to	substantiate
27	evidence	that	even
27	evidence	they	have
27	evidence	on	this
26	evidence	,	that
26	evidence	would	be
26	evidence	that	our
25	evidence	suggests	a
25	evidence	based	on
25	evidence	is	available
25	evidence	of	having
25	evidence	to	that
25	evidence	that	students
25	evidence	that	's
25	evidence	to	charge
25	evidence	is	,
25	evidence	showing	that
25	evidence	linking	the
24	evidence	by	the
24	evidence	suggests	the
24	evidence	against	Mr.
24	evidence	to	warrant
24	evidence	yet	that
24	evidence	that	anyone
24	evidence	in	his
24	evidence	they	had
24	evidence	of	widespread
24	evidence	of	Iraqi
24	evidence	.	She
24	evidence	and	then
24	evidence	to	a
24	evidence	.	Now
24	evidence	did	not
23	evidence	at	all
23	evidence	.	(
23	evidence	,	because
23	evidence	that	points
23	evidence	out	there
23	evidence	is	still
23	evidence	against	her
23	evidence	pointed	to
23	evidence	relating	to
23	evidence	of	sexual
23	evidence	available	to
23	evidence	of	water
22	evidence	whatsoever	that
22	evidence	suggested	that
22	evidence	of	significant
22	evidence	was	the
22	evidence	during	the
22	evidence	that	had
22	evidence	he	had
22	evidence	for	his
22	evidence	was	presented
22	evidence	related	to
22	evidence	of	discrimination
22	evidence	in	their
22	evidence	of	increased
22	evidence	linking	him
22	evidence	that	all
22	evidence	is	found
21	evidence	has	emerged
21	evidence	,	no
21	evidence	.	For
21	evidence	is	inconclusive
21	evidence	"	that
21	evidence	is	in
21	evidence	and	testimony
21	evidence	of	something
21	evidence	is	very
21	evidence	at	trial
21	evidence	,	some
21	evidence	such	as
21	evidence	,	this
21	evidence	showed	that
21	evidence	of	being
20	evidence	?	<p>
20	evidence	exists	that
20	evidence	would	have
20	evidence	was	overwhelming
20	evidence	from	this
20	evidence	of	guilt
20	evidence	for	any
20	evidence	is	so
20	evidence	of	your
20	evidence	is	accumulating
20	evidence	that	one
20	evidence	to	bring
20	evidence	for	its
20	evidence	and	to
20	evidence	of	those
20	evidence	exists	for
20	evidence	of	corruption
20	evidence	of	God
20	evidence	,	all
20	evidence	is	now
20	evidence	.	.
19	evidence	has	shown
19	evidence	for	these
19	evidence	on	that
19	evidence	in	that
19	evidence	out	of
19	evidence	to	prosecute
19	evidence	of	HIV-1
19	evidence	there	is
18	evidence	of	Iraq
18	evidence	we	've
18	evidence	to	indict
18	evidence	to	get
18	evidence	of	weapons
18	evidence	is	presented
18	evidence	used	to
18	evidence	.	A
18	evidence	that	its
18	evidence	of	illegal
18	evidence	presented	here
18	evidence	that	at
18	evidence	,	so
18	evidence	for	life
18	evidence	at	all
18	evidence	to	link
17	evidence	at	a
17	evidence	,	for
17	evidence	)	.
17	evidence	did	n't
17	evidence	was	n't
17	evidence	.	One
17	evidence	that	says
17	evidence	,	that
17	evidence	exists	that
17	evidence	shows	that
17	evidence	now	that
17	evidence	--	and
17	evidence	and	,
17	evidence	that	certain
17	evidence	to	try
17	evidence	of	possible
17	evidence	came	from
17	evidence	,	though
17	evidence	of	recent
17	evidence	before	the
16	evidence	over	the
16	evidence	that	what
16	evidence	of	student
16	evidence	against	me
16	evidence	to	corroborate
16	evidence	in	any
16	evidence	and	we
16	evidence	that	men
16	evidence	.	On
16	evidence	of	another
16	evidence	to	convince
16	evidence	is	lacking
16	evidence	of	anything
16	evidence	showing	that
16	evidence	is	strong
16	evidence	.	@3:114@
16	evidence	against	O.J.
16	evidence	that	"
16	evidence	of	progress
16	evidence	of	racial
16	evidence	might	be
16	evidence	yet	of
16	evidence	.	Although
15	evidence	that	proves
15	evidence	to	arrest
15	evidence	"	for
15	evidence	to	connect
15	evidence	to	come
15	evidence	has	come
15	evidence	of	actual
15	evidence	room	.
15	evidence	that	does
15	evidence	is	.
15	evidence	to	say
15	evidence	,	based
15	evidence	of	change
15	evidence	appears	to
15	evidence	gathered	by
15	evidence	to	take
15	evidence	that	anything
15	evidence	of	one
15	evidence	as	it
15	evidence	to	establish
15	evidence	of	recurrence
15	evidence	of	harm
15	evidence	is	mixed
15	evidence	?	I
15	evidence	and	I
15	evidence	supports	this
15	evidence	,	when
15	evidence	that	exists
15	evidence	is	being
15	evidence	,	are
15	evidence	,	from
15	evidence	suggest	that
15	evidence	that	Iran
14	evidence	and	they
14	evidence	of	them
14	evidence	:	the
14	evidence	against	you
14	evidence	of	high
14	evidence	.	His
14	evidence	--	that
14	evidence	indicated	that
14	evidence	to	this
14	evidence	of	just
14	evidence	,	what
14	evidence	about	what
14	evidence	:	<p>
14	evidence	of	damage
14	evidence	of	global
14	evidence	.	Yet
14	evidence	that	more
14	evidence	of	why
14	evidence	that	something
14	evidence	of	new
14	evidence	suggests	it
14	evidence	,	to
14	evidence	was	there
14	evidence	suggesting	that
14	evidence	that	's
14	evidence	,	according
14	evidence	whatsoever	.
14	evidence	of	direct
14	evidence	processing	room
14	evidence	against	evolution
14	evidence	for	or
14	evidence	presented	at
14	evidence	of	local
14	evidence	to	determine
14	evidence	exists	of
13	evidence	is	needed
13	evidence	that	links
13	evidence	.	All
13	evidence	not	only
13	evidence	and	no
13	evidence	of	ancient
13	evidence	to	demonstrate
13	evidence	that	"
13	evidence	(	"
13	evidence	that	led
13	evidence	of	physical
13	evidence	was	available
13	evidence	that	someone
13	evidence	,	at
13	evidence	is	that
13	evidence	"	to
13	evidence	offered	by
13	evidence	of	things
13	evidence	.	Then
13	evidence	for	and
13	evidence	found	in
13	evidence	needed	to
13	evidence	that	social
13	evidence	to	confirm
13	evidence	is	pretty
13	evidence	here	,
13	evidence	of	violence
13	evidence	of	serious
13	evidence	he	was
13	evidence	for	what
13	evidence	in	an
13	evidence	from	which
13	evidence	was	collected
13	evidence	that	young
13	evidence	should	have
13	evidence	.	When
13	evidence	is	more
13	evidence	can	you
13	evidence	or	the
13	evidence	they	've
13	evidence	one	way
12	evidence	of	torture
12	evidence	in	criminal
12	evidence	I	've
12	evidence	which	would
12	evidence	with	the
12	evidence	of	crimes
12	evidence	of	innocence
12	evidence	.	At
12	evidence	collected	from
12	evidence	that	indicates
12	evidence	of	who
12	evidence	,	with
12	evidence	that	her
12	evidence	,	even
12	evidence	with	which
12	evidence	they	were
12	evidence	of	women
12	evidence	of	crime
12	evidence	,	of
12	evidence	that	when
12	evidence	presented	to
12	evidence	was	very
12	evidence	,	many
12	evidence	continues	to
12	evidence	to	tie
12	evidence	of	construct
12	evidence	of	early
12	evidence	that	anybody
12	evidence	exists	,
12	evidence	rather	than
12	evidence	,	that
12	evidence	sufficient	to
12	evidence	and	arguments
12	evidence	it	's
12	evidence	of	American
12	evidence	that	American
12	evidence	tying	him
12	evidence	of	political
12	evidence	it	has
12	evidence	of	infection
12	evidence	available	.
12	evidence	bag	.
